"i","dc","Val"
"F195","d1",0
"F195","d2",0
"F195","d3",0
"F195","d4",0
"F195","d5",1
"F195","d6",0
"F195","d7",0
"F195","d8",0
"F196","d1",0
"F196","d2",0
"F196","d3",0
"F196","d4",0
"F196","d5",1
"F196","d6",0
"F196","d7",0
"F196","d8",0
"F197","d1",0
"F197","d2",0
"F197","d3",0
"F197","d4",0
"F197","d5",1
"F197","d6",0
"F197","d7",0
"F197","d8",0
"F198","d1",0
"F198","d2",0
"F198","d3",0
"F198","d4",0
"F198","d5",1
"F198","d6",0
"F198","d7",0
"F198","d8",0
"F199","d1",0
"F199","d2",0
"F199","d3",0
"F199","d4",0
"F199","d5",1
"F199","d6",0
"F199","d7",0
"F199","d8",0
"F200","d1",0
"F200","d2",0
"F200","d3",0
"F200","d4",0
"F200","d5",1
"F200","d6",0
"F200","d7",0
"F200","d8",0
"F201","d1",0
"F201","d2",0
"F201","d3",0
"F201","d4",0
"F201","d5",1
"F201","d6",0
"F201","d7",0
"F201","d8",0
"F202","d1",1
"F202","d2",0
"F202","d3",0
"F202","d4",0
"F202","d5",0
"F202","d6",0
"F202","d7",0
"F202","d8",0
"F203","d1",0
"F203","d2",0
"F203","d3",0
"F203","d4",0
"F203","d5",1
"F203","d6",0
"F203","d7",0
"F203","d8",0
"F204","d1",0
"F204","d2",0
"F204","d3",0
"F204","d4",0
"F204","d5",1
"F204","d6",0
"F204","d7",0
"F204","d8",0
"F205","d1",0
"F205","d2",0
"F205","d3",0
"F205","d4",0
"F205","d5",1
"F205","d6",0
"F205","d7",0
"F205","d8",0
"F206","d1",0
"F206","d2",0
"F206","d3",0
"F206","d4",0
"F206","d5",1
"F206","d6",0
"F206","d7",0
"F206","d8",0
"F207","d1",0
"F207","d2",0
"F207","d3",0
"F207","d4",0
"F207","d5",1
"F207","d6",0
"F207","d7",0
"F207","d8",0
"F208","d1",0
"F208","d2",0
"F208","d3",0
"F208","d4",0
"F208","d5",1
"F208","d6",0
"F208","d7",0
"F208","d8",0
"F209","d1",0
"F209","d2",0
"F209","d3",0
"F209","d4",0
"F209","d5",1
"F209","d6",0
"F209","d7",0
"F209","d8",0
"F210","d1",0
"F210","d2",0
"F210","d3",0
"F210","d4",0
"F210","d5",1
"F210","d6",0
"F210","d7",0
"F210","d8",0
"F211","d1",0
"F211","d2",0
"F211","d3",0
"F211","d4",0
"F211","d5",1
"F211","d6",0
"F211","d7",0
"F211","d8",0
"F212","d1",0
"F212","d2",0
"F212","d3",0
"F212","d4",0
"F212","d5",1
"F212","d6",0
"F212","d7",0
"F212","d8",0
"F213","d1",0
"F213","d2",0
"F213","d3",0
"F213","d4",0
"F213","d5",1
"F213","d6",0
"F213","d7",0
"F213","d8",0
"F214","d1",0
"F214","d2",0
"F214","d3",0
"F214","d4",0
"F214","d5",1
"F214","d6",0
"F214","d7",0
"F214","d8",0
"F215","d1",0
"F215","d2",0
"F215","d3",0
"F215","d4",0
"F215","d5",1
"F215","d6",0
"F215","d7",0
"F215","d8",0
"F216","d1",0
"F216","d2",0
"F216","d3",0
"F216","d4",0
"F216","d5",1
"F216","d6",0
"F216","d7",0
"F216","d8",0
"F217","d1",0
"F217","d2",0
"F217","d3",0
"F217","d4",0
"F217","d5",1
"F217","d6",0
"F217","d7",0
"F217","d8",0
"F218","d1",0
"F218","d2",0
"F218","d3",0
"F218","d4",0
"F218","d5",1
"F218","d6",0
"F218","d7",0
"F218","d8",0
"F219","d1",0
"F219","d2",0
"F219","d3",0
"F219","d4",0
"F219","d5",1
"F219","d6",0
"F219","d7",0
"F219","d8",0
"F220","d1",0
"F220","d2",0
"F220","d3",0
"F220","d4",0
"F220","d5",1
"F220","d6",0
"F220","d7",0
"F220","d8",0
"F221","d1",0
"F221","d2",0
"F221","d3",0
"F221","d4",0
"F221","d5",1
"F221","d6",0
"F221","d7",0
"F221","d8",0
"F222","d1",0
"F222","d2",0
"F222","d3",0
"F222","d4",0
"F222","d5",1
"F222","d6",0
"F222","d7",0
"F222","d8",0
"F223","d1",0
"F223","d2",0
"F223","d3",0
"F223","d4",0
"F223","d5",1
"F223","d6",0
"F223","d7",0
"F223","d8",0
"F224","d1",0
"F224","d2",0
"F224","d3",0
"F224","d4",0
"F224","d5",1
"F224","d6",0
"F224","d7",0
"F224","d8",0
"F225","d1",0
"F225","d2",0
"F225","d3",0
"F225","d4",0
"F225","d5",1
"F225","d6",0
"F225","d7",0
"F225","d8",0
"F226","d1",0
"F226","d2",0
"F226","d3",0
"F226","d4",0
"F226","d5",1
"F226","d6",0
"F226","d7",0
"F226","d8",0
"F227","d1",0
"F227","d2",0
"F227","d3",0
"F227","d4",0
"F227","d5",1
"F227","d6",0
"F227","d7",0
"F227","d8",0
"F228","d1",1
"F228","d2",0
"F228","d3",0
"F228","d4",0
"F228","d5",0
"F228","d6",0
"F228","d7",0
"F228","d8",0
"F229","d1",0
"F229","d2",0
"F229","d3",0
"F229","d4",0
"F229","d5",1
"F229","d6",0
"F229","d7",0
"F229","d8",0
"F230","d1",0
"F230","d2",0
"F230","d3",0
"F230","d4",0
"F230","d5",1
"F230","d6",0
"F230","d7",0
"F230","d8",0
"F231","d1",0
"F231","d2",0
"F231","d3",0
"F231","d4",0
"F231","d5",1
"F231","d6",0
"F231","d7",0
"F231","d8",0
"F232","d1",0
"F232","d2",0
"F232","d3",0
"F232","d4",0
"F232","d5",1
"F232","d6",0
"F232","d7",0
"F232","d8",0
"F233","d1",0
"F233","d2",0
"F233","d3",0
"F233","d4",0
"F233","d5",1
"F233","d6",0
"F233","d7",0
"F233","d8",0
"F234","d1",0
"F234","d2",0
"F234","d3",0
"F234","d4",0
"F234","d5",1
"F234","d6",0
"F234","d7",0
"F234","d8",0
"F235","d1",0
"F235","d2",0
"F235","d3",0
"F235","d4",0
"F235","d5",1
"F235","d6",0
"F235","d7",0
"F235","d8",0
"F236","d1",0
"F236","d2",0
"F236","d3",0
"F236","d4",0
"F236","d5",1
"F236","d6",0
"F236","d7",0
"F236","d8",0
"F237","d1",0
"F237","d2",0
"F237","d3",0
"F237","d4",0
"F237","d5",1
"F237","d6",0
"F237","d7",0
"F237","d8",0
"F238","d1",0
"F238","d2",0
"F238","d3",0
"F238","d4",0
"F238","d5",1
"F238","d6",0
"F238","d7",0
"F238","d8",0
"F239","d1",0
"F239","d2",0
"F239","d3",0
"F239","d4",0
"F239","d5",1
"F239","d6",0
"F239","d7",0
"F239","d8",0
"F240","d1",0
"F240","d2",0
"F240","d3",0
"F240","d4",0
"F240","d5",1
"F240","d6",0
"F240","d7",0
"F240","d8",0
"F241","d1",0
"F241","d2",0
"F241","d3",0
"F241","d4",0
"F241","d5",1
"F241","d6",0
"F241","d7",0
"F241","d8",0
"F242","d1",0
"F242","d2",0
"F242","d3",0
"F242","d4",0
"F242","d5",1
"F242","d6",0
"F242","d7",0
"F242","d8",0
"F243","d1",0
"F243","d2",0
"F243","d3",0
"F243","d4",0
"F243","d5",1
"F243","d6",0
"F243","d7",0
"F243","d8",0
"F244","d1",0
"F244","d2",0
"F244","d3",0
"F244","d4",0
"F244","d5",1
"F244","d6",0
"F244","d7",0
"F244","d8",0
"F245","d1",1
"F245","d2",0
"F245","d3",0
"F245","d4",0
"F245","d5",0
"F245","d6",0
"F245","d7",0
"F245","d8",0
"F246","d1",1
"F246","d2",0
"F246","d3",0
"F246","d4",0
"F246","d5",0
"F246","d6",0
"F246","d7",0
"F246","d8",0
"F247","d1",0
"F247","d2",0
"F247","d3",0
"F247","d4",0
"F247","d5",1
"F247","d6",0
"F247","d7",0
"F247","d8",0
"F248","d1",0
"F248","d2",0
"F248","d3",0
"F248","d4",0
"F248","d5",1
"F248","d6",0
"F248","d7",0
"F248","d8",0
"F249","d1",0
"F249","d2",0
"F249","d3",0
"F249","d4",0
"F249","d5",1
"F249","d6",0
"F249","d7",0
"F249","d8",0
"F250","d1",0
"F250","d2",0
"F250","d3",0
"F250","d4",0
"F250","d5",1
"F250","d6",0
"F250","d7",0
"F250","d8",0
"F251","d1",0
"F251","d2",0
"F251","d3",0
"F251","d4",0
"F251","d5",1
"F251","d6",0
"F251","d7",0
"F251","d8",0
"F252","d1",0
"F252","d2",0
"F252","d3",0
"F252","d4",0
"F252","d5",1
"F252","d6",0
"F252","d7",0
"F252","d8",0
"F253","d1",0
"F253","d2",0
"F253","d3",0
"F253","d4",0
"F253","d5",0
"F253","d6",0
"F253","d7",0
"F253","d8",1
"F254","d1",0
"F254","d2",0
"F254","d3",0
"F254","d4",0
"F254","d5",0
"F254","d6",0
"F254","d7",0
"F254","d8",1
"F255","d1",0
"F255","d2",0
"F255","d3",0
"F255","d4",0
"F255","d5",0
"F255","d6",0
"F255","d7",0
"F255","d8",1
"F256","d1",0
"F256","d2",0
"F256","d3",0
"F256","d4",0
"F256","d5",0
"F256","d6",0
"F256","d7",0
"F256","d8",1
"F257","d1",0
"F257","d2",0
"F257","d3",0
"F257","d4",0
"F257","d5",0
"F257","d6",0
"F257","d7",0
"F257","d8",1
"F258","d1",0
"F258","d2",0
"F258","d3",0
"F258","d4",0
"F258","d5",0
"F258","d6",0
"F258","d7",0
"F258","d8",1
"F259","d1",0
"F259","d2",0
"F259","d3",0
"F259","d4",0
"F259","d5",0
"F259","d6",0
"F259","d7",0
"F259","d8",1
"F260","d1",0
"F260","d2",0
"F260","d3",0
"F260","d4",0
"F260","d5",0
"F260","d6",0
"F260","d7",0
"F260","d8",1
"F261","d1",0
"F261","d2",0
"F261","d3",0
"F261","d4",0
"F261","d5",0
"F261","d6",0
"F261","d7",0
"F261","d8",1
"F262","d1",0
"F262","d2",0
"F262","d3",0
"F262","d4",0
"F262","d5",0
"F262","d6",0
"F262","d7",0
"F262","d8",1
"F263","d1",0
"F263","d2",0
"F263","d3",0
"F263","d4",0
"F263","d5",0
"F263","d6",0
"F263","d7",0
"F263","d8",1
"F264","d1",0
"F264","d2",0
"F264","d3",0
"F264","d4",0
"F264","d5",0
"F264","d6",0
"F264","d7",0
"F264","d8",1
"F265","d1",0
"F265","d2",0
"F265","d3",0
"F265","d4",0
"F265","d5",0
"F265","d6",0
"F265","d7",0
"F265","d8",1
"F266","d1",0
"F266","d2",0
"F266","d3",0
"F266","d4",0
"F266","d5",0
"F266","d6",0
"F266","d7",0
"F266","d8",1
"F267","d1",0
"F267","d2",0
"F267","d3",0
"F267","d4",0
"F267","d5",0
"F267","d6",0
"F267","d7",0
"F267","d8",1
"F268","d1",0
"F268","d2",0
"F268","d3",0
"F268","d4",0
"F268","d5",0
"F268","d6",0
"F268","d7",0
"F268","d8",1
"F269","d1",0
"F269","d2",0
"F269","d3",0
"F269","d4",0
"F269","d5",0
"F269","d6",0
"F269","d7",0
"F269","d8",1
"F270","d1",0
"F270","d2",0
"F270","d3",0
"F270","d4",0
"F270","d5",0
"F270","d6",0
"F270","d7",0
"F270","d8",1
"F271","d1",0
"F271","d2",0
"F271","d3",0
"F271","d4",0
"F271","d5",0
"F271","d6",0
"F271","d7",0
"F271","d8",1
"F272","d1",0
"F272","d2",0
"F272","d3",0
"F272","d4",0
"F272","d5",0
"F272","d6",0
"F272","d7",0
"F272","d8",1
"F273","d1",0
"F273","d2",0
"F273","d3",0
"F273","d4",0
"F273","d5",0
"F273","d6",0
"F273","d7",0
"F273","d8",1
"F274","d1",1
"F274","d2",0
"F274","d3",0
"F274","d4",0
"F274","d5",0
"F274","d6",0
"F274","d7",0
"F274","d8",0
"F275","d1",0
"F275","d2",0
"F275","d3",0
"F275","d4",0
"F275","d5",0
"F275","d6",0
"F275","d7",0
"F275","d8",1
"F276","d1",0
"F276","d2",0
"F276","d3",0
"F276","d4",0
"F276","d5",0
"F276","d6",0
"F276","d7",0
"F276","d8",1
"F277","d1",0
"F277","d2",0
"F277","d3",0
"F277","d4",0
"F277","d5",0
"F277","d6",0
"F277","d7",0
"F277","d8",1
"F278","d1",0
"F278","d2",0
"F278","d3",0
"F278","d4",0
"F278","d5",0
"F278","d6",0
"F278","d7",0
"F278","d8",1
"F279","d1",0
"F279","d2",0
"F279","d3",0
"F279","d4",0
"F279","d5",0
"F279","d6",0
"F279","d7",0
"F279","d8",1
"F280","d1",0
"F280","d2",0
"F280","d3",0
"F280","d4",0
"F280","d5",0
"F280","d6",0
"F280","d7",0
"F280","d8",1
"F281","d1",0
"F281","d2",0
"F281","d3",0
"F281","d4",0
"F281","d5",0
"F281","d6",0
"F281","d7",0
"F281","d8",1
"F282","d1",0
"F282","d2",0
"F282","d3",0
"F282","d4",0
"F282","d5",0
"F282","d6",0
"F282","d7",0
"F282","d8",1
"F283","d1",0
"F283","d2",0
"F283","d3",0
"F283","d4",0
"F283","d5",0
"F283","d6",0
"F283","d7",0
"F283","d8",1
"F284","d1",0
"F284","d2",0
"F284","d3",0
"F284","d4",0
"F284","d5",0
"F284","d6",0
"F284","d7",0
"F284","d8",1
"F285","d1",0
"F285","d2",0
"F285","d3",0
"F285","d4",0
"F285","d5",0
"F285","d6",0
"F285","d7",0
"F285","d8",1
"F286","d1",0
"F286","d2",0
"F286","d3",0
"F286","d4",0
"F286","d5",0
"F286","d6",0
"F286","d7",0
"F286","d8",1
"F287","d1",0
"F287","d2",0
"F287","d3",0
"F287","d4",0
"F287","d5",0
"F287","d6",0
"F287","d7",0
"F287","d8",1
"F288","d1",0
"F288","d2",0
"F288","d3",0
"F288","d4",0
"F288","d5",0
"F288","d6",0
"F288","d7",0
"F288","d8",1
"F289","d1",0
"F289","d2",0
"F289","d3",0
"F289","d4",0
"F289","d5",0
"F289","d6",0
"F289","d7",0
"F289","d8",1
"F290","d1",0
"F290","d2",0
"F290","d3",0
"F290","d4",0
"F290","d5",0
"F290","d6",0
"F290","d7",0
"F290","d8",1
"F291","d1",0
"F291","d2",0
"F291","d3",0
"F291","d4",0
"F291","d5",0
"F291","d6",0
"F291","d7",0
"F291","d8",1
"F292","d1",1
"F292","d2",0
"F292","d3",0
"F292","d4",0
"F292","d5",0
"F292","d6",0
"F292","d7",0
"F292","d8",0
"F293","d1",1
"F293","d2",0
"F293","d3",0
"F293","d4",0
"F293","d5",0
"F293","d6",0
"F293","d7",0
"F293","d8",0
"F294","d1",1
"F294","d2",0
"F294","d3",0
"F294","d4",0
"F294","d5",0
"F294","d6",0
"F294","d7",0
"F294","d8",0
"F295","d1",1
"F295","d2",0
"F295","d3",0
"F295","d4",0
"F295","d5",0
"F295","d6",0
"F295","d7",0
"F295","d8",0
"F296","d1",0
"F296","d2",0
"F296","d3",0
"F296","d4",0
"F296","d5",1
"F296","d6",0
"F296","d7",0
"F296","d8",0
"F297","d1",0
"F297","d2",0
"F297","d3",0
"F297","d4",0
"F297","d5",1
"F297","d6",0
"F297","d7",0
"F297","d8",0
"F298","d1",0
"F298","d2",0
"F298","d3",0
"F298","d4",0
"F298","d5",1
"F298","d6",0
"F298","d7",0
"F298","d8",0
"F299","d1",0
"F299","d2",0
"F299","d3",0
"F299","d4",0
"F299","d5",1
"F299","d6",0
"F299","d7",0
"F299","d8",0
"F300","d1",0
"F300","d2",0
"F300","d3",0
"F300","d4",0
"F300","d5",1
"F300","d6",0
"F300","d7",0
"F300","d8",0
"F301","d1",0
"F301","d2",0
"F301","d3",0
"F301","d4",0
"F301","d5",1
"F301","d6",0
"F301","d7",0
"F301","d8",0
"F302","d1",0
"F302","d2",0
"F302","d3",0
"F302","d4",0
"F302","d5",1
"F302","d6",0
"F302","d7",0
"F302","d8",0
"F303","d1",0
"F303","d2",0
"F303","d3",0
"F303","d4",0
"F303","d5",1
"F303","d6",0
"F303","d7",0
"F303","d8",0
"F304","d1",0
"F304","d2",0
"F304","d3",0
"F304","d4",0
"F304","d5",1
"F304","d6",0
"F304","d7",0
"F304","d8",0
"F305","d1",0
"F305","d2",0
"F305","d3",0
"F305","d4",0
"F305","d5",1
"F305","d6",0
"F305","d7",0
"F305","d8",0
"F306","d1",0
"F306","d2",0
"F306","d3",0
"F306","d4",0
"F306","d5",1
"F306","d6",0
"F306","d7",0
"F306","d8",0
"F307","d1",0
"F307","d2",0
"F307","d3",0
"F307","d4",0
"F307","d5",1
"F307","d6",0
"F307","d7",0
"F307","d8",0
"F308","d1",0
"F308","d2",0
"F308","d3",0
"F308","d4",0
"F308","d5",1
"F308","d6",0
"F308","d7",0
"F308","d8",0
"F309","d1",0
"F309","d2",0
"F309","d3",0
"F309","d4",0
"F309","d5",1
"F309","d6",0
"F309","d7",0
"F309","d8",0
"F310","d1",0
"F310","d2",0
"F310","d3",0
"F310","d4",0
"F310","d5",1
"F310","d6",0
"F310","d7",0
"F310","d8",0
"F311","d1",0
"F311","d2",0
"F311","d3",0
"F311","d4",0
"F311","d5",1
"F311","d6",0
"F311","d7",0
"F311","d8",0
"F312","d1",0
"F312","d2",0
"F312","d3",0
"F312","d4",0
"F312","d5",1
"F312","d6",0
"F312","d7",0
"F312","d8",0
"F313","d1",0
"F313","d2",0
"F313","d3",0
"F313","d4",0
"F313","d5",1
"F313","d6",0
"F313","d7",0
"F313","d8",0
"F314","d1",0
"F314","d2",0
"F314","d3",0
"F314","d4",0
"F314","d5",1
"F314","d6",0
"F314","d7",0
"F314","d8",0
"F315","d1",0
"F315","d2",0
"F315","d3",0
"F315","d4",0
"F315","d5",1
"F315","d6",0
"F315","d7",0
"F315","d8",0
"F316","d1",0
"F316","d2",0
"F316","d3",0
"F316","d4",0
"F316","d5",1
"F316","d6",0
"F316","d7",0
"F316","d8",0
"F317","d1",0
"F317","d2",0
"F317","d3",0
"F317","d4",0
"F317","d5",1
"F317","d6",0
"F317","d7",0
"F317","d8",0
"F318","d1",0
"F318","d2",0
"F318","d3",0
"F318","d4",0
"F318","d5",1
"F318","d6",0
"F318","d7",0
"F318","d8",0
"F319","d1",0
"F319","d2",0
"F319","d3",0
"F319","d4",0
"F319","d5",1
"F319","d6",0
"F319","d7",0
"F319","d8",0
"F320","d1",0
"F320","d2",0
"F320","d3",0
"F320","d4",0
"F320","d5",1
"F320","d6",0
"F320","d7",0
"F320","d8",0
"F321","d1",0
"F321","d2",0
"F321","d3",0
"F321","d4",0
"F321","d5",1
"F321","d6",0
"F321","d7",0
"F321","d8",0
"F322","d1",0
"F322","d2",0
"F322","d3",0
"F322","d4",0
"F322","d5",1
"F322","d6",0
"F322","d7",0
"F322","d8",0
"F323","d1",0
"F323","d2",0
"F323","d3",0
"F323","d4",0
"F323","d5",1
"F323","d6",0
"F323","d7",0
"F323","d8",0
"F324","d1",0
"F324","d2",0
"F324","d3",0
"F324","d4",0
"F324","d5",1
"F324","d6",0
"F324","d7",0
"F324","d8",0
"F325","d1",0
"F325","d2",0
"F325","d3",0
"F325","d4",0
"F325","d5",1
"F325","d6",0
"F325","d7",0
"F325","d8",0
"F326","d1",0
"F326","d2",0
"F326","d3",0
"F326","d4",0
"F326","d5",1
"F326","d6",0
"F326","d7",0
"F326","d8",0
"F327","d1",0
"F327","d2",0
"F327","d3",0
"F327","d4",0
"F327","d5",1
"F327","d6",0
"F327","d7",0
"F327","d8",0
"F328","d1",0
"F328","d2",0
"F328","d3",0
"F328","d4",0
"F328","d5",1
"F328","d6",0
"F328","d7",0
"F328","d8",0
"F329","d1",0
"F329","d2",0
"F329","d3",0
"F329","d4",0
"F329","d5",1
"F329","d6",0
"F329","d7",0
"F329","d8",0
"F330","d1",0
"F330","d2",0
"F330","d3",0
"F330","d4",0
"F330","d5",1
"F330","d6",0
"F330","d7",0
"F330","d8",0
"F331","d1",0
"F331","d2",0
"F331","d3",0
"F331","d4",0
"F331","d5",1
"F331","d6",0
"F331","d7",0
"F331","d8",0
"F332","d1",0
"F332","d2",0
"F332","d3",0
"F332","d4",0
"F332","d5",1
"F332","d6",0
"F332","d7",0
"F332","d8",0
"F333","d1",0
"F333","d2",0
"F333","d3",0
"F333","d4",0
"F333","d5",1
"F333","d6",0
"F333","d7",0
"F333","d8",0
"F334","d1",0
"F334","d2",0
"F334","d3",0
"F334","d4",0
"F334","d5",1
"F334","d6",0
"F334","d7",0
"F334","d8",0
"F335","d1",0
"F335","d2",0
"F335","d3",0
"F335","d4",0
"F335","d5",1
"F335","d6",0
"F335","d7",0
"F335","d8",0
"F336","d1",0
"F336","d2",0
"F336","d3",0
"F336","d4",0
"F336","d5",1
"F336","d6",0
"F336","d7",0
"F336","d8",0
"F337","d1",0
"F337","d2",0
"F337","d3",0
"F337","d4",0
"F337","d5",1
"F337","d6",0
"F337","d7",0
"F337","d8",0
"F338","d1",0
"F338","d2",0
"F338","d3",0
"F338","d4",0
"F338","d5",1
"F338","d6",0
"F338","d7",0
"F338","d8",0
"F339","d1",0
"F339","d2",0
"F339","d3",0
"F339","d4",0
"F339","d5",1
"F339","d6",0
"F339","d7",0
"F339","d8",0
"F340","d1",0
"F340","d2",0
"F340","d3",0
"F340","d4",0
"F340","d5",1
"F340","d6",0
"F340","d7",0
"F340","d8",0
"F341","d1",0
"F341","d2",0
"F341","d3",0
"F341","d4",0
"F341","d5",1
"F341","d6",0
"F341","d7",0
"F341","d8",0
"F342","d1",0
"F342","d2",0
"F342","d3",0
"F342","d4",0
"F342","d5",1
"F342","d6",0
"F342","d7",0
"F342","d8",0
"F343","d1",0
"F343","d2",0
"F343","d3",0
"F343","d4",0
"F343","d5",1
"F343","d6",0
"F343","d7",0
"F343","d8",0
"F344","d1",0
"F344","d2",0
"F344","d3",0
"F344","d4",0
"F344","d5",1
"F344","d6",0
"F344","d7",0
"F344","d8",0
"F345","d1",1
"F345","d2",0
"F345","d3",0
"F345","d4",0
"F345","d5",0
"F345","d6",0
"F345","d7",0
"F345","d8",0
"F346","d1",0
"F346","d2",0
"F346","d3",0
"F346","d4",0
"F346","d5",1
"F346","d6",0
"F346","d7",0
"F346","d8",0
"F347","d1",0
"F347","d2",0
"F347","d3",0
"F347","d4",0
"F347","d5",1
"F347","d6",0
"F347","d7",0
"F347","d8",0
"F348","d1",0
"F348","d2",0
"F348","d3",0
"F348","d4",0
"F348","d5",1
"F348","d6",0
"F348","d7",0
"F348","d8",0
"F349","d1",0
"F349","d2",0
"F349","d3",0
"F349","d4",0
"F349","d5",1
"F349","d6",0
"F349","d7",0
"F349","d8",0
"F350","d1",0
"F350","d2",0
"F350","d3",0
"F350","d4",0
"F350","d5",1
"F350","d6",0
"F350","d7",0
"F350","d8",0
"F351","d1",0
"F351","d2",0
"F351","d3",0
"F351","d4",0
"F351","d5",1
"F351","d6",0
"F351","d7",0
"F351","d8",0
"F352","d1",0
"F352","d2",0
"F352","d3",0
"F352","d4",0
"F352","d5",1
"F352","d6",0
"F352","d7",0
"F352","d8",0
"F353","d1",0
"F353","d2",0
"F353","d3",0
"F353","d4",0
"F353","d5",1
"F353","d6",0
"F353","d7",0
"F353","d8",0
"F354","d1",0
"F354","d2",0
"F354","d3",0
"F354","d4",0
"F354","d5",1
"F354","d6",0
"F354","d7",0
"F354","d8",0
"F355","d1",0
"F355","d2",0
"F355","d3",0
"F355","d4",0
"F355","d5",1
"F355","d6",0
"F355","d7",0
"F355","d8",0
"F356","d1",0
"F356","d2",0
"F356","d3",0
"F356","d4",0
"F356","d5",1
"F356","d6",0
"F356","d7",0
"F356","d8",0
"F357","d1",0
"F357","d2",0
"F357","d3",0
"F357","d4",0
"F357","d5",1
"F357","d6",0
"F357","d7",0
"F357","d8",0
"F358","d1",0
"F358","d2",0
"F358","d3",0
"F358","d4",0
"F358","d5",1
"F358","d6",0
"F358","d7",0
"F358","d8",0
"F359","d1",0
"F359","d2",0
"F359","d3",0
"F359","d4",0
"F359","d5",1
"F359","d6",0
"F359","d7",0
"F359","d8",0
"F360","d1",0
"F360","d2",0
"F360","d3",0
"F360","d4",0
"F360","d5",1
"F360","d6",0
"F360","d7",0
"F360","d8",0
"F361","d1",0
"F361","d2",0
"F361","d3",0
"F361","d4",0
"F361","d5",1
"F361","d6",0
"F361","d7",0
"F361","d8",0
"F362","d1",0
"F362","d2",0
"F362","d3",0
"F362","d4",0
"F362","d5",1
"F362","d6",0
"F362","d7",0
"F362","d8",0
"F363","d1",0
"F363","d2",0
"F363","d3",0
"F363","d4",0
"F363","d5",1
"F363","d6",0
"F363","d7",0
"F363","d8",0
"F364","d1",0
"F364","d2",0
"F364","d3",0
"F364","d4",0
"F364","d5",1
"F364","d6",0
"F364","d7",0
"F364","d8",0
"F365","d1",0
"F365","d2",0
"F365","d3",0
"F365","d4",0
"F365","d5",1
"F365","d6",0
"F365","d7",0
"F365","d8",0
"F366","d1",0
"F366","d2",0
"F366","d3",0
"F366","d4",0
"F366","d5",1
"F366","d6",0
"F366","d7",0
"F366","d8",0
"F367","d1",0
"F367","d2",0
"F367","d3",0
"F367","d4",0
"F367","d5",1
"F367","d6",0
"F367","d7",0
"F367","d8",0
"F368","d1",0
"F368","d2",0
"F368","d3",0
"F368","d4",0
"F368","d5",1
"F368","d6",0
"F368","d7",0
"F368","d8",0
"F369","d1",0
"F369","d2",0
"F369","d3",0
"F369","d4",0
"F369","d5",1
"F369","d6",0
"F369","d7",0
"F369","d8",0
"F370","d1",0
"F370","d2",0
"F370","d3",0
"F370","d4",0
"F370","d5",1
"F370","d6",0
"F370","d7",0
"F370","d8",0
"F371","d1",0
"F371","d2",0
"F371","d3",0
"F371","d4",0
"F371","d5",1
"F371","d6",0
"F371","d7",0
"F371","d8",0
"F372","d1",0
"F372","d2",0
"F372","d3",0
"F372","d4",0
"F372","d5",1
"F372","d6",0
"F372","d7",0
"F372","d8",0
"F373","d1",0
"F373","d2",0
"F373","d3",0
"F373","d4",0
"F373","d5",1
"F373","d6",0
"F373","d7",0
"F373","d8",0
"F374","d1",0
"F374","d2",0
"F374","d3",0
"F374","d4",0
"F374","d5",1
"F374","d6",0
"F374","d7",0
"F374","d8",0
"F375","d1",0
"F375","d2",0
"F375","d3",0
"F375","d4",0
"F375","d5",1
"F375","d6",0
"F375","d7",0
"F375","d8",0
"F376","d1",0
"F376","d2",0
"F376","d3",0
"F376","d4",0
"F376","d5",1
"F376","d6",0
"F376","d7",0
"F376","d8",0
"F377","d1",0
"F377","d2",0
"F377","d3",0
"F377","d4",0
"F377","d5",1
"F377","d6",0
"F377","d7",0
"F377","d8",0
"F378","d1",0
"F378","d2",0
"F378","d3",0
"F378","d4",0
"F378","d5",1
"F378","d6",0
"F378","d7",0
"F378","d8",0
"F379","d1",0
"F379","d2",0
"F379","d3",0
"F379","d4",0
"F379","d5",1
"F379","d6",0
"F379","d7",0
"F379","d8",0
"F380","d1",0
"F380","d2",0
"F380","d3",0
"F380","d4",0
"F380","d5",1
"F380","d6",0
"F380","d7",0
"F380","d8",0
"F381","d1",0
"F381","d2",0
"F381","d3",0
"F381","d4",0
"F381","d5",1
"F381","d6",0
"F381","d7",0
"F381","d8",0
"F382","d1",0
"F382","d2",0
"F382","d3",0
"F382","d4",0
"F382","d5",1
"F382","d6",0
"F382","d7",0
"F382","d8",0
"F383","d1",0
"F383","d2",0
"F383","d3",0
"F383","d4",0
"F383","d5",1
"F383","d6",0
"F383","d7",0
"F383","d8",0
"F384","d1",0
"F384","d2",0
"F384","d3",0
"F384","d4",0
"F384","d5",1
"F384","d6",0
"F384","d7",0
"F384","d8",0
"F385","d1",0
"F385","d2",0
"F385","d3",0
"F385","d4",0
"F385","d5",1
"F385","d6",0
"F385","d7",0
"F385","d8",0
"F386","d1",0
"F386","d2",0
"F386","d3",0
"F386","d4",0
"F386","d5",1
"F386","d6",0
"F386","d7",0
"F386","d8",0
"F387","d1",0
"F387","d2",0
"F387","d3",0
"F387","d4",0
"F387","d5",1
"F387","d6",0
"F387","d7",0
"F387","d8",0
"F388","d1",0
"F388","d2",0
"F388","d3",0
"F388","d4",0
"F388","d5",1
"F388","d6",0
"F388","d7",0
"F388","d8",0
"F389","d1",0
"F389","d2",0
